3265.047	47	0	100.8	-1	4.990	13.2	27.1	0	100	102	100	100	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.00	100.7	0.0	-9.0	160	12.1	0	0	0	0	0	100.8	0.0	100.8	0.0	100.8	100.8	907	853	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	14.7	0	62.5	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
3265.125	47	0	100.8	-1	4.990	13.2	27.2	0	100	102	100	100	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.00	100.7	0.0	0.0	160	12.0	0	0	0	0	0	100.8	0.0	100.8	0.0	100.8	100.8	911	849	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	14.7	0	62.5	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
3265.203	47	0	100.8	-1	4.990	13.2	27.2	0	100	102	100	100	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.00	100.7	0.0	0.0	160	12.0	0	0	0	0	0	100.8	0.0	100.8	0.0	100.8	100.8	909	852	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	14.7	0	62.5	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
3265.266	47	0	100.8	-1	4.990	13.2	27.1	0	100	102	100	100	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.00	100.7	0.0	0.0	160	12.0	0	0	0	0	0	100.8	0.0	100.8	0.0	100.8	100.8	910	851	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	14.7	0	62.5	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
3265.328	47	0	100.6	-1	4.770	13.2	27.1	0	100	102	100	100	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.00	100.7	0.0	0.0	160	12.0	0	0	0	0	0	100.6	0.0	100.6	0.0	100.6	100.6	850	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	14.7	0	62.5	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
3265.406	47	0	99.1	-1	3.480	13.2	27.1	0	100	102	100	100	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.00	100.7	0.0	-9.0	160	10.5	0	0	0	0	0	99.1	0.0	99.1	0.0	99.1	99.1	618	577	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	14.7	0	62.5	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
3265.485	47	0	99.9	-3	2.440	13.2	27.0	0	100	102	100	100	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.00	100.7	-39.0	-9.0	160	10.0	0	0	0	0	0	99.9	0.0	99.9	0.0	99.9	99.9	424	413	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	14.7	0	62.5	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
3265.547	47	0	98.5	-3	1.870	13.2	26.9	0	100	102	100	100	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.00	100.7	19.7	9.0	160	9.9	0	0	0	0	0	98.5	0.0	98.5	0.0	98.5	98.5	328	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	14.7	0	62.5	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
3265.610	47	314	98.4	-2	1.440	13.2	27.0	2	100	102	100	100	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.00	100.7	0.0	9.0	160	10.1	0	0	0	0	0	98.4	0.0	98.4	0.0	98.4	98.4	252	236	0	0	0	0	0	0	0	0	0	0	0	0	0	7.4	14.7	0	62.5	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
3265.688	47	314	98.2	-3	1.070	13.3	27.0	2	100	102	100	100	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	3.00	100.7	19.5	9.0	160	10.2	0	0	0	0	0	98.2	0.0	98.2	0.0	98.2	98.2	198	236	0	0	0	0	0	0	0	0	24	0	0	0	0	12.7	14.7	0	62.5	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
3265.766	47	362	98.3	-2	0.760	13.2	26.9	3	100	102	100	100	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	7.86	100.7	9.8	19.0	160	10.0	0	0	0	0	0	98.3	0.0	98.3	0.0	98.3	98.3	145	151	0	0	0	0	0	0	0	0	24	0	0	0	0	-12.7	14.7	0	62.5	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
3265.828	48	362	98.3	-2	0.560	13.2	27.0	3	100	102	100	100	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	8.13	100.7	-68.3	19.0	160	9.8	0	0	0	0	0	98.3	0.0	98.3	0.0	98.3	98.3	115	120	0	0	0	0	0	0	0	0	24	0	0	0	0	-12.7	14.7	0	62.5	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
3265.891	48	362	98.3	-6	0.380	13.2	27.0	3	100	102	100	100	100	100	10	0.000	0.0	10	0.000	0.0	0.0	0.0	0.0	8.13	100.7	-80.1	19.0	160	9.8	0	0	0	0	0	98.3	0.0	98.3	0.0	98.3	98.3	81	120	0	0	0	0	0	0	0	0	24	0	0	0	0	2.7	14.7	0	62.5	0	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
3265.969	48	0	98.1	-2	0.340	13.1	27.2	0	100	102	100	100	100	100	10	2.390	0.0	10	2.390	0.0	0.0	0.0	0.0	5.99	100.7	20.0	0.0	160	9.9	0	0	0	0	0	98.1	0.0	98.1	0.0	98.1	98.1	76	88	0	0	0	0	0	0	0	0	0	0	0	0	0	12.7	14.7	0	62.5	1	2	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	10
3266.031	48	396	98.4	-2	0.270	13.1	27.1	2	100	102	100	100	100	100	10	2.390	0.8	10	2.390	0.8	0.0	0.0	0.0	5.99	100.7	-9.6	98.0	160	10.1	0	0	0	0	0	98.4	0.0	98.4	0.0	98.4	98.4	63	82	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.9	14.7	0	62.5	1	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	10
3266.094	48	396	97.4	-2	0.200	13.2	27.0	2	100	102	100	100	100	100	10	2.390	0.8	10	2.390	0.8	0.0	0.0	0.0	5.99	100.7	29.2	19.0	160	10.1	0	0	0	0	0	97.4	0.0	97.4	0.0	97.4	97.4	54	73	0	0	0	0	0	0	0	0	24	0	0	0	0	-0.2	14.7	0	62.5	1	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	10
3266.156	48	1	98.2	-1	0.170	13.2	27.0	3	100	102	100	100	100	100	10	2.390	0.0	10	2.390	0.0	0.0	0.0	0.0	7.86	100.7	9.6	0.0	160	10.0	0	0	0	0	0	98.2	0.0	98.2	0.0	98.2	98.2	50	68	0	0	0	0	0	0	0	0	24	0	0	0	0	7.9	14.7	0	62.5	1	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
3266.235	48	0	97.9	-3	0.130	13.2	27.0	0	100	102	100	100	100	100	10	2.390	0.0	10	2.390	0.0	0.0	0.0	0.0	5.93	100.7	0.0	0.0	160	10.1	0	0	0	0	0	97.9	0.0	97.9	0.0	97.9	97.9	41	65	0	0	0	0	0	0	0	0	0	0	0	0	0	7.9	14.7	0	62.5	2	2	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
3266.297	48	0	97.7	-2	0.110	13.2	26.9	0	100	102	100	100	100	100	10	2.390	0.0	10	2.390	0.0	0.0	0.0	0.0	5.93	100.7	9.8	39.0	160	10.3	0	0	0	0	0	97.7	0.0	97.7	0.0	97.7	97.7	40	54	0	0	0	0	0	0	0	0	0	0	0	0	0	7.9	14.7	0	62.5	2	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
3266.360	48	315	98.4	-2	0.090	13.2	27.0	2	100	102	100	100	100	100	10	2.390	0.6	10	2.390	0.6	0.0	0.0	0.0	5.93	100.7	0.0	9.0	160	10.3	0	0	0	0	0	98.4	0.0	98.4	0.0	98.4	98.4	39	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	14.7	0	62.5	2	0	0.0	0.0	0.000	0.000	100.0	100.0	100.0	100.0	0
